리뷰일,앱이름,별점,사용자 리뷰,회사 응답
2024-07-01,일육공,1.0,자동청약으로 투자일임신청을 하려고 할때 신청단계 중 증권사연결을 누르면 신규계좌만들기이든 기존계좌연결이든 다음 화면에 에러코드가 뜨고 진행이 되지 않습니다. error loading page Domain: undifineded Error code: 2 Description: SSL error: Host name mismatch 이렇게 메시지만 뜨고 더이상 진행되지 않습니다.,"안녕하세요. 일육공 매니저입니다. 해당 오류는 금일 빠르게 수정 했으며, 구글 플레이 스토어에서 일육공을 업데이트를 해주시면 정상적으로 계약이 진행됩니다. 번거로우시겠지만 다시 한번 시도 부탁드리며, 동일하거나 비슷한 오류가 발생할 경우 metalogosgray@gmail.com . 로 연락 부탁드립니다."
2024-06-30,일육공,5.0,잘 사용하고 있습니다. 현재 자동투자 2곳만 되던디 향후 더 늘어 날까요?,"안녕하세요. 일육공 매니저입니다. 우선 저희 공모주 자동투자 일임서비스를 이용해주셔서 감사하다는 말씀 드립니다. 일육공은 현재 한국투자증권, KB증권 두 증권사에서 주관하는 공모주에 대하여 자동투자 일임서비스를 제공하고 있습니다. 앞으로 더 많은 증권사들과의 제휴를 맺을 예정이며 고객님들께 더 낳은 경험을 드리고자 합니다. 감사합니다."
2024-06-27,일육공,1.0,KB증권 투자일임하려눈데 신분증 2시간동안 찍어도 OCR 인식 안 됐다고 계약이 안 됩니다......... 전화도 안 받으시구 ㅎㅎ...,"안녕하세요. 일육공 매니저입니다. KB증권 투자 일임 계약 중 OCR 인식이 잘 이루어지지 않는 오류가 종종 발생하고 있습니다. 해당 오류는 현재 수정 중이며, 빠른 시일 내로 픽스하도록 노력하겠습니다. 감사합니다."
2024-06-05,일육공,5.0,깔끔하고 다양한 정보가 있어서 좋네요 이런 어플과 업체가 왜 이제 나왔지,"안녕하세요. 일육공 매니저입니다. 저희 일육공을 사용해주셔서 감사합니다. 앞으로 양질의 서비스를 제공하는 일육공이 되도록 노력하겠습니다. 또한 저희 일육공에서는 ""공모주 올인원 자동투자서비스""를 제공드리고 있으니 한번 확인해보실 것도 좋을 것 같습니다. 감사합니다."
2024-06-05,일육공,1.0,약관동의는 왜 실행할때마다 해야되나요?ㅡㅡ,안녕하세요. 일육공 매니저입니다. 일육공 회원가입 후 로그아웃을 하지 않으시면 약관동의 과정을 생략됩니다. 해당 오류 접수 및 수정을 위해 metalogosgray@gmail.com 으로 불편을 겪으신 영상 보내주시면 유관 팀으로 연락하여 빠르게 수정하도록 조치하겠습니다. 앞으로 더 편한 사용성을 제공하는 일육공이 되도록 노력하겠습니다. 감사합니다.
2024-05-21,일육공,5.0,너무 좋아요~~,"안녕하세요. 일육공 매니저입니다. 저희 일육공을 애용해주셔서 정말 감사합니다. 저희 일육공에서는 ""공모주 올인원 자동투자서비스""를 제공드리고 있습니다. 일육공을 통해서 번거롭고 힘들었던 공모주 청약을 손쉽게 해보시는 것은 어떨까요? 또한 앞으로 더욱 양질의 서비스를 제공하도록 노력하는 일육공이 될 것을 약속드립니다. 감사합니다."
2024-05-03,일육공,4.0,"공모주 자동투자 가입하려는데, 기존 한투계좌 이용하려면 어떻게 해야되나요? 기존 한투계좌 선택하고 다음을 누르면 넘어가지를 않네요.","안녕하세요. 일육공 매니저입니다. 현재 일임가능한 한국투자증권 계좌는 일반 위탁계좌이며 스톡옵션 계좌, 다른 일임계약을 체결한 계좌 등은 일육공 공모주 자동투자 가입에 제한이 있습니다. 계약을 하시고자하는 계좌 정보를 확인해 보신 후, 동일한 문제가 생기는 경우, 번거로우시겠지만 metalogosgray@gmail.com 으로 문의 부탁드립니다. 감사합니다."
2024-05-02,일육공,5.0,어플 디자인 사용방법이 직관적이다 이용하는데 어렵지않아 주변사람들에게 많이 추천함,"안녕하세요. 일육공 매니저입니다. 저희 일육공을 사용해주시고 주변분들께 추천해주셔서 정말 감사합니다. 일육공은 공모주 정보를 제공드리고 있으며, 지난 4월부터 ""공모주 올인원 자동투자서비스""를 오픈했습니다. 귀찮고 번거로운 공모주 투자를 손쉽게 도와드리는 서비스입니다. 한 번 이용해보시는 것도 추천드립니다. 더욱 양질의 서비스를 제공하는 일육공이 되도록 노력하겠습니다. 감사합니다."
2024-04-15,일육공,1.0,서비스 이용제한이있는 버전이라고 앱이 실행되지않습니다;;,"안녕하세요. 일육공 매니저 입니다. 저희 일육공을 애용해주시고 빠른 피드백을 주셔서 감사하다는 말씀 먼저 전해드립니다. 현재 발생한 에러는 개발팀에게 전달드려 금일(16일) 오전에 빠르게 수정 완료했으며, 현재는 정상적으로 일육공 이용이 가능하십니다. 해당 오류는 신규 서비스 런칭을 준비하는 과정에서 발생한 오류로 판단됩니다. 저희 일육공은 공모주 자동 투자 서비스를 업데이트 할 예정이며 많은 관심 부탁드립니다. 감사합니다."
2024-04-15,일육공,5.0,딱!! 공모주투자자분에게 필요앱으로 쵝오^^,"안녕하세요. 일육공 매니저입니다. 저희 일육공을 애용해주셔서 감사하다는 말씀 전해드립니다. 저희 일육공은 현재 공모주 자동 투자 서비스를 런칭 준비하고 있으며, 이번 달 내로 업데이트를 통해 새로운 서비스를 제공드릴 예정입니다. 앞으로도 저희 일육공 많은 이용 부탁드리며, 사용함에 있어서 불편하셨던 점을 남겨주시면 빠른 대응으로 더 나은 서비스를 제공드리도록 노력하겠습니다. 감사합니다."
2024-04-15,일육공,4.0,S23 울트라 쓰는데 시스템 에러라고 뜹니다 서비스 이용제한이 있는 버전이라고 하네요,"안녕하세요. 일육공 매니저 입니다. 저희 일육공을 애용해주시고 빠른 피드백을 주셔서 감사하다는 말씀 먼저 전해드립니다. 현재 발생한 에러는 개발팀에게 전달드려 금일(16일) 오전에 빠르게 수정 완료했으며, 현재는 정상적으로 일육공 이용이 가능하십니다. 해당 오류는 신규 서비스 런칭을 준비하는 과정에서 발생한 오류로 판단됩니다. 저희 일육공은 공모주 자동 투자 서비스를 업데이트 할 예정이며 많은 관심 부탁드립니다. 감사합니다."
2024-04-15,일육공,5.0,관리자에게 문의하라고 서비스이용제한 됐다고 뜹니다ㅠㅠ,"안녕하세요. 일육공 매니저 입니다. 저희 일육공을 애용해주시고 빠른 피드백을 주셔서 감사하다는 말씀 먼저 전해드립니다. 현재 발생한 에러는 개발팀에게 전달드려 금일(16일) 오전에 빠르게 수정 완료했으며, 현재는 정상적으로 일육공 이용이 가능하십니다. 해당 오류는 신규 서비스 런칭을 준비하는 과정에서 발생한 오류로 판단됩니다. 저희 일육공은 공모주 자동 투자 서비스를 업데이트 할 예정이며 많은 관심 부탁드립니다. 감사합니다."
2024-04-15,일육공,1.0,서비스이용 제한있는 버전이라고 삭제후 재설치하라는 메세지가 자꾸 뜨네요. 관리자에게 문의하라네요?,"안녕하세요. 일육공 매니저 입니다. 저희 일육공을 애용해주시고 빠른 피드백을 주셔서 감사하다는 말씀 먼저 전해드립니다. 현재 발생한 에러는 개발팀에게 전달드려 금일(16일) 오전에 빠르게 수정 완료했으며, 현재는 정상적으로 일육공 이용이 가능하십니다. 해당 오류는 신규 서비스 런칭을 준비하는 과정에서 발생한 오류로 판단됩니다. 저희 일육공은 공모주 자동 투자 서비스를 업데이트 할 예정이며 많은 관심 부탁드립니다. 감사합니다."
2024-02-26,일육공,1.0,앱화면 스크롤시 화면이 덜컹거리며 버벅 거리는 느낌...,안녕하세요. 일육공 매니저입니다. 개발팀에서 안드로이드 특정 기기에서 어플이 버벅이는 문제 해결 중에 있습니다. 빠른 시일 내로 해당 내역 수정하여 일육공 이용에 불편을 드리지 않도록 노력하겠습니다. 감사합니다.
2024-02-26,일육공,1.0,왜 이리 어플이 느려진거야?,안녕하세요. 일육공 매니저입니다. 개발팀에서 안드로이드 특정 기기에서 어플이 버벅이는 문제 해결 중에 있습니다. 빠른 시일 내로 해당 내역 수정하여 일육공 이용에 불편을 드리지 않도록 노력하겠습니다. 감사합니다.
2024-02-21,일육공,1.0,비밀번호 대체 왜 만들었는지 이해불가. 업데이트 전이 100배 10000배 나았음. 매번 들어갈때마다 비번 치려니 개짜증남. 번호 자판도 직관적이지 않아서 내가 누르는건지 마는건지 ... ㄹㅇ 반성해라,"안녕하세요. 일육공 매니저입니다. 일육공 사용에 불편을 드려 죄송하다는 말씀 전해드립니다.
우선 PASS인증 기능은 이전 정보 서비스와 다르게 금융 경험의 안정성이 요구되는 신규 서비스 런칭을 위해 도입되었습니다. 신규 서비스 런칭 시 피드백 주신 번호 자판에 대한 사용성을 개선하여 런칭하도록 노력하겠습니다.

자사의 발전에 도움이 되는 피드백 정말 감사드립니다, 앞으로 더 노력하는 일육공 되도록 하겠습니다 :)"
2024-02-15,일육공,1.0,어제까지만해도 잘됐는데 오늘 들어가니 로그인도 풀려있고 아무리 로그인시도해도 빙빙돌고 겨우 로그인했더니 투자노트 다 날라갔습니다. 거기다 월별 수익금도 엉망입니다. 11월께 12월에 들어가있고 다 뒤죽박죽이예요,안녕하세요.일육공 매니저입니다. 일육공 이용에 불편을 드려 죄송합니다. 로그인 문제 및 투자노트 오류 해결을 위해 metalogosgray@gmail 로 성함 / 로그인방법(카카오 로그인인 경우 해당 카카오톡 이메일) / 연락처를 보내주시면 조속히 해결 도와드리겠습니다. 감사합니다.
2024-02-11,일육공,5.0,"색감이나 아이콘 등 앱의 구성이 잘되있고 고급스러운 느낌입니다. 매력지수도 그 회사를 직관적으로 판단할 수 있게 해주어 많은 도움이 됩니다. 하지만, 투자노트 입력내용이 너무 간단합니다. 실 수익 계산을 할 수 없어요. 매도수량과 매도단가 만 입력하게끔 되어있어 수익이 과대계상되어보입니다. 항목에 대출이자, 공모 수수료 등 추가 비용이 반영될 것을 건의드립니다. 비례로 청약하는 경우는 대출이자 등의 사유로 수익률이 5만원, 10만원 이상도 차이가 나기에, 반영이 안되면 사용은 어려울 것 같아요.","안녕하세요. 일육공 매니저입니다. 우선 저희 일육공을 사용해주셔서 진심으로 감사드립니다.
현재 투자노트 작성은 간단한 투자 내역만 작성할 수 있도록 설계되어있습니다. 공모주 청약 수수료, 대출 이자 등의 추가적은 요소 반영은 내부 회의 후 일육공에 반영되도록 노력하도록 하겠습니다. 감사합니다."
2024-01-28,일육공,2.0,왜 업데이트 이후에 당일 공모일정은.안뜨나요? 1월29일 포스뱅크 상장일인데 ipo일정이 없다고 뜨네요 확인 요망입니다.,안녕하세요.일육공 매니저입니다. 금일 상장인 포스뱅크 상장일은 일정탭에서 확인되고 있습니다. 캘린더 우상단의 필터 설정에 [일반]이 체크되어 있는지 확인 부탁드립니다.
2024-01-26,일육공,1.0,아니 왜 자꾸 패스 인증 후에 간편비밀번호 설정에서 입력해도 화면이 넘어가질않는거죠? 문제 해결 좀 부탁드립니다,안녕하세요.일육공 매니저입니다. 일임서비스 추가로 PASS 인증 로그인 방식이 추가되었습니다. 새로운 로그인 방식 추가로 로그인에 종종 오류가 발생하고 있는 점 확인했습니다. metalogosgray@gmail.com으로 연락주시면 해당 문제 조속히 해결 도와드리도록 하겠습니다. 일육공 사용에 불편을 드려 죄송하단 말씀 전해드립니다.
2024-01-26,일육공,1.0,가입이 안돼요,안녕하세요.일육공 매니저입니다. 일임서비스 추가로 PASS 인증 로그인 방식이 추가되었습니다. 새로운 로그인 방식 추가로 로그인에 종종 오류가 발생하고 있는 점 확인했습니다. metalogosgray@gmail.com으로 연락주시면 해당 문제 조속히 해결 도와드리도록 하겠습니다. 일육공 사용에 불편을 드려 죄송하단 말씀 전해드립니다.
2024-01-26,일육공,1.0,패스로 가입 설치 하면 가입이 안되고 계속 모래시계만 돌아가요,안녕하세요.일육공 매니저입니다. 답변 늦어진 점 사죄드립니다. 일임서비스 추가로 PASS 인증 로그인 방식이 추가되었습니다. 새로운 로그인 방식 추가로 로그인에 종종 오류가 발생하고 있는 점 확인했습니다. metalogosgray@gmail.com으로 연락주시면 해당 문제 조속히 해결 도와드리도록 하겠습니다. 일육공 사용에 불편을 드려 죄송하단 말씀 전해드립니다.
